LEMMA,POS,FLAGS,ENTRY,OBSERVED_FORMS,GENERATED_FORMS,SOURCE_POS,PAST_PARTICIPLE_OF,EXACT_FLAG_ALTERNATIVES,REASON,NEAREST_FLAGS,NEAREST_GENERATED_FORMS
parechoc,NOUN,,parechoc po:NOUN,parechoc,parechoc,NOUN,, Fs Fc X. W. Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
parélie,NOUN,S.,parélie/S. po:NOUN,parélie | parélies,parélie | parélies,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
partouse,NOUN,S.,partouse/S. po:NOUN,partouse | partouses,partouse | partouses,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
pas-d’âne,NOUN,,pas-d’âne po:NOUN,pas-d’âne,pas-d’âne,NOUN,, Fs Fc X. W. Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
passe-boule,NOUN,S.,passe-boule/S. po:NOUN,passe-boule | passe-boules,passe-boule | passe-boules,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
passionaria,NOUN,S.,passionaria/S. po:NOUN,passionaria | passionarias,passionaria | passionarias,NOUN,,S. F. F+ A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
patte-d’oie,NOUN,,patte-d’oie po:NOUN,patte-d’oie,patte-d’oie,NOUN,, Fs Fc X. W. Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
pattes-d’oie,NOUN,,pattes-d’oie po:NOUN,pattes-d’oie,pattes-d’oie,NOUN,, Fs Fc X. W. Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
pécile,NOUN,S.,pécile/S. po:NOUN,pécile | péciles,pécile | péciles,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
pêle-mêle,NOUN,,,pêle-mêles,,NOUN,,,NO_EXACT_AFFIX_PARADIGM,S. F. A. S= F.Gs,S.: pêle-mêle | pêle-mêles || F.: pêle-mêle | pêle-mêles || A.: pêle-mêle | pêle-mêles || S=: pêle-mêle | pêle-mêles || F.Gs: pêle-mêle | pêle-mêles
pénalty,NOUN,S.,pénalty/S. po:NOUN,pénalty | pénaltys,pénalty | pénaltys,NOUN,,S. F. F+ I. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
pennure,NOUN,S.,pennure/S. po:NOUN,pennure | pennures,pennure | pennures,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
péquet,NOUN,S.,péquet/S. po:NOUN,péquet | péquets,péquet | péquets,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
persifflage,NOUN,S.,persifflage/S. po:NOUN,persifflage | persifflages,persifflage | persifflages,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
persiffleur,NOUN,Fs,persiffleur/Fs po:NOUN,persiffleur | persiffleurs | persiffleuse | persiffleuses,persiffleur | persiffleurs | persiffleuse | persiffleuses,NOUN,,Fs,NOUN_HELD_FOR_REVIEW,,
pétinisme,NOUN,S.,pétinisme/S. po:NOUN,pétinisme | pétinismes,pétinisme | pétinismes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
pétiniste,NOUN,S.,pétiniste/S. po:NOUN,pétiniste | pétinistes,pétiniste | pétinistes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
picolo,NOUN,S.,picolo/S. po:NOUN,picolo | picolos,picolo | picolos,NOUN,,S. F. F+ A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
pied-d’alouette,NOUN,,pied-d’alouette po:NOUN,pied-d’alouette,pied-d’alouette,NOUN,, Fs Fc X. W. Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
pied-d’oiseau,NOUN,,pied-d’oiseau po:NOUN,pied-d’oiseau,pied-d’oiseau,NOUN,, Fs Fc Fe Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
pieds-d’alouette,NOUN,,pieds-d’alouette po:NOUN,pieds-d’alouette,pieds-d’alouette,NOUN,, Fs Fc X. W. Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
pieds-d’oiseau,NOUN,,pieds-d’oiseau po:NOUN,pieds-d’oiseau,pieds-d’oiseau,NOUN,, Fs Fc Fe Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
piéta,NOUN,S.,piéta/S. po:NOUN,piéta | piétas,piéta | piétas,NOUN,,S. F. F+ A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
pin’s,NOUN,,pin’s po:NOUN,pin’s,pin’s,NOUN,, S. Fs Fc X. W. I. S= Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
pince-fesse,NOUN,S.,pince-fesse/S. po:NOUN,pince-fesse | pince-fesses,pince-fesse | pince-fesses,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
pince-note,NOUN,S.,pince-note/S. po:NOUN,pince-note | pince-notes,pince-note | pince-notes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
pipolisation,NOUN,S.,pipolisation/S. po:NOUN,pipolisation | pipolisations,pipolisation | pipolisations,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
pique-fleur,NOUN,S.,pique-fleur/S. po:NOUN,pique-fleur | pique-fleurs,pique-fleur | pique-fleurs,NOUN,,S. F+ A. I. S=,NOUN_HELD_FOR_REVIEW,,
pique-fruit,NOUN,S.,pique-fruit/S. po:NOUN,pique-fruit | pique-fruits,pique-fruit | pique-fruits,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
pique-note,NOUN,S.,pique-note/S. po:NOUN,pique-note | pique-notes,pique-note | pique-notes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
plumpouding,NOUN,S.,plumpouding/S. po:NOUN,plumpouding | plumpoudings,plumpouding | plumpoudings,NOUN,,S. F. F+ A. I. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
pogrome,NOUN,S.,pogrome/S. po:NOUN,pogrome | pogromes,pogrome | pogromes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
ponch,NOUN,S.,ponch/S. po:NOUN,ponch | ponchs,ponch | ponchs,NOUN,,S. F+ I. S=,NOUN_HELD_FOR_REVIEW,,
poncture,NOUN,S.,poncture/S. po:NOUN,poncture | ponctures,poncture | ponctures,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
pont-l’évêque,NOUN,,pont-l’évêque po:NOUN,pont-l’évêque,pont-l’évêque,NOUN,, Fs Fc X. W. Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
porte-aéronef,NOUN,S.,porte-aéronef/S. po:NOUN,porte-aéronef | porte-aéronefs,porte-aéronef | porte-aéronefs,NOUN,,S. I. S=,NOUN_HELD_FOR_REVIEW,,
porte-allumette,NOUN,S.,porte-allumette/S. po:NOUN,porte-allumette | porte-allumettes,porte-allumette | porte-allumettes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
porte-avion,NOUN,S.,porte-avion/S. po:NOUN,porte-avion | porte-avions,porte-avion | porte-avions,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
porte-bagage,NOUN,S.,porte-bagage/S. po:NOUN,porte-bagage | porte-bagages,porte-bagage | porte-bagages,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
porte-balai,NOUN,S.,porte-balai/S. po:NOUN,porte-balai | porte-balais,porte-balai | porte-balais,NOUN,,S. F+ A. I. S=,NOUN_HELD_FOR_REVIEW,,
porte-barge,NOUN,S.,porte-barge/S. po:NOUN,porte-barge | porte-barges,porte-barge | porte-barges,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
porte-billet,NOUN,S.,porte-billet/S. po:NOUN,porte-billet | porte-billets,porte-billet | porte-billets,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
porte-bouteille,NOUN,S.,porte-bouteille/S. po:NOUN,porte-bouteille | porte-bouteilles,porte-bouteille | porte-bouteilles,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
porte-carte,NOUN,S.,porte-carte/S. po:NOUN,porte-carte | porte-cartes,porte-carte | porte-cartes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
porte-cigare,NOUN,S.,porte-cigare/S. po:NOUN,porte-cigare | porte-cigares,porte-cigare | porte-cigares,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
porte-cigarette,NOUN,S.,porte-cigarette/S. po:NOUN,porte-cigarette | porte-cigarettes,porte-cigarette | porte-cigarettes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
porte-conteneur,NOUN,S.,porte-conteneur/S. po:NOUN,porte-conteneur | porte-conteneurs,porte-conteneur | porte-conteneurs,NOUN,,S. F+ A. I. S=,NOUN_HELD_FOR_REVIEW,,
porte-document,NOUN,S.,porte-document/S. po:NOUN,porte-document | porte-documents,porte-document | porte-documents,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
porte-étrier,NOUN,S.,porte-étrier/S. po:NOUN,porte-étrier | porte-étriers,porte-étrier | porte-étriers,NOUN,,S. F+ A. I. S=,NOUN_HELD_FOR_REVIEW,,
porte-hélicoptère,NOUN,S.,porte-hélicoptère/S. po:NOUN,porte-hélicoptère | porte-hélicoptères,porte-hélicoptère | porte-hélicoptères,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
porte-jarretelle,NOUN,S.,porte-jarretelle/S. po:NOUN,porte-jarretelle | porte-jarretelles,porte-jarretelle | porte-jarretelles,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
porte-revue,NOUN,S.,porte-revue/S. po:NOUN,porte-revue | porte-revues,porte-revue | porte-revues,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
porteclé,NOUN,,porteclé po:NOUN,porteclé,porteclé,NOUN,, Fs Fc X. W. Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
portefolio,NOUN,S.,portefolio/S. po:NOUN,portefolio | portefolios,portefolio | portefolios,NOUN,,S. F. F+ A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
pouding,NOUN,S.,pouding/S. po:NOUN,pouding | poudings,pouding | poudings,NOUN,,S. F. F+ A. I. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
poussa,NOUN,S.,poussa/S. po:NOUN,poussa | poussas,poussa | poussas,NOUN,,S. F. F+ A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
pousse-caillou,NOUN,X.,pousse-caillou/X. po:NOUN,pousse-caillou | pousse-cailloux,pousse-caillou | pousse-cailloux,NOUN,,X.,NOUN_HELD_FOR_REVIEW,,
pracrit,NOUN,S.,pracrit/S. po:NOUN,pracrit | pracrits,pracrit | pracrits,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
précausalité,NOUN,,précausalité po:NOUN,précausalité,précausalité,NOUN,, Fs Fc X. W. Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
préconcept,NOUN,S.,préconcept/S. po:NOUN,préconcept | préconcepts,préconcept | préconcepts,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
préinférence,NOUN,S.,préinférence/S. po:NOUN,préinférence | préinférences,préinférence | préinférences,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
prèle,NOUN,S.,prèle/S. po:NOUN,prèle | prèles,prèle | prèles,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
préliaison,NOUN,S.,préliaison/S. po:NOUN,préliaison | préliaisons,préliaison | préliaisons,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
préopération,NOUN,S.,préopération/S. po:NOUN,préopération | préopérations,préopération | préopérations,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
presqu’ile,NOUN,S.,presqu’ile/S. po:NOUN,presqu’ile | presqu’iles,presqu’ile | presqu’iles,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
presqu’île,NOUN,S.,presqu’île/S. po:NOUN,presqu’île | presqu’îles,presqu’île | presqu’îles,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
presse-agrume,NOUN,S.,presse-agrume/S. po:NOUN,presse-agrume | presse-agrumes,presse-agrume | presse-agrumes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
presse-fruit,NOUN,S.,presse-fruit/S. po:NOUN,presse-fruit | presse-fruits,presse-fruit | presse-fruits,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
presse-papier,NOUN,S.,presse-papier/S. po:NOUN,presse-papier | presse-papiers,presse-papier | presse-papiers,NOUN,,S. F+ A. I. S=,NOUN_HELD_FOR_REVIEW,,
primitive,NOUN,S.,primitive/S. po:NOUN,primitive | primitives,primitive | primitives,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
profe,NOUN,F+,profe/F+ po:NOUN,profe | profes | professe | professes,profe | profes | professe | professes,NOUN,,F+,NOUN_HELD_FOR_REVIEW,,
prométhium,NOUN,S.,prométhium/S. po:NOUN,prométhium | prométhiums,prométhium | prométhiums,NOUN,,S. F+ A. S=,NOUN_HELD_FOR_REVIEW,,
protège-dent,NOUN,S.,protège-dent/S. po:NOUN,protège-dent | protège-dents,protège-dent | protège-dents,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
prud’homie,NOUN,S.,prud’homie/S. po:NOUN,prud’homie | prud’homies,prud’homie | prud’homies,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
prud’homme,NOUN,S.,prud’homme/S. po:NOUN,prud’homme | prud’hommes,prud’homme | prud’hommes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
prunelier,NOUN,S.,prunelier/S. po:NOUN,prunelier | pruneliers,prunelier | pruneliers,NOUN,,S. F+ A. I. S=,NOUN_HELD_FOR_REVIEW,,
pyrole,NOUN,S.,pyrole/S. po:NOUN,pyrole | pyroles,pyrole | pyroles,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
pyrrol,NOUN,S.,pyrrol/S. po:NOUN,pyrrol | pyrrols,pyrrol | pyrrols,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
qu’en-dira-t-on,NOUN,,qu’en-dira-t-on po:NOUN,qu’en-dira-t-on,qu’en-dira-t-on,NOUN,, Fs Fc X. W. Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
qu’est-ce,NOUN,,qu’est-ce po:NOUN,qu’est-ce,qu’est-ce,NOUN,, Fs Fc X. W. Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
quanta,NOUN,S.,quanta/S. po:NOUN,quanta | quantas,quanta | quantas,NOUN,,S. F. F+ A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
quarante-et-unième,NOUN,S.,quarante-et-unième/S. po:NOUN,quarante-et-unième | quarante-et-unièmes,quarante-et-unième | quarante-et-unièmes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
quelqu’un,PRON,,quelqu’un po:PRON,quelqu’un,quelqu’un,PRONind,,,SINGLE_FORM_UNDERDETERMINED,,
quelqu’une,PRON,,quelqu’une po:PRON,quelqu’une,quelqu’une,PRONind,,,SINGLE_FORM_UNDERDETERMINED,,
queue-d’aronde,NOUN,,queue-d’aronde po:NOUN,queue-d’aronde,queue-d’aronde,NOUN,, Fs Fc X. W. Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
queues-d’aronde,NOUN,,queues-d’aronde po:NOUN,queues-d’aronde,queues-d’aronde,NOUN,, Fs Fc X. W. Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
quincailler,NOUN,F.,quincailler/F. po:NOUN,quincailler | quincaillers | quincaillère | quincaillères,quincailler | quincaillers | quincaillère | quincaillères,NOUN,,F. F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
quipou,NOUN,S.,quipou/S. po:NOUN,quipou | quipous,quipou | quipous,NOUN,,S. F+ A. I. S=,NOUN_HELD_FOR_REVIEW,,
ramasse-couvert,NOUN,S.,ramasse-couvert/S. po:NOUN,ramasse-couvert | ramasse-couverts,ramasse-couvert | ramasse-couverts,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
ramasse-feuille,NOUN,S.,ramasse-feuille/S. po:NOUN,ramasse-feuille | ramasse-feuilles,ramasse-feuille | ramasse-feuilles,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
ramasse-miette,NOUN,S.,ramasse-miette/S. po:NOUN,ramasse-miette | ramasse-miettes,ramasse-miette | ramasse-miettes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
ramasse-pâte,NOUN,S.,ramasse-pâte/S. po:NOUN,ramasse-pâte | ramasse-pâtes,ramasse-pâte | ramasse-pâtes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
rapeur,NOUN,Fs,rapeur/Fs po:NOUN,rapeur | rapeurs | rapeuse | rapeuses,rapeur | rapeurs | rapeuse | rapeuses,NOUN,,Fs,NOUN_HELD_FOR_REVIEW,,
rapsode,NOUN,S.,rapsode/S. po:NOUN,rapsode | rapsodes,rapsode | rapsodes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
rapsodie,NOUN,S.,rapsodie/S. po:NOUN,rapsodie | rapsodies,rapsodie | rapsodies,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
rapsodiste,NOUN,S.,rapsodiste/S. po:NOUN,rapsodiste | rapsodistes,rapsodiste | rapsodistes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
raquettier,NOUN,F.,raquettier/F. po:NOUN,raquettier | raquettiers | raquettière | raquettières,raquettier | raquettiers | raquettière | raquettières,NOUN,,F. F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
rase-motte,NOUN,S.,rase-motte/S. po:NOUN,rase-motte | rase-mottes,rase-motte | rase-mottes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
rassoir,VERB,,,rasseyaient | rasseyais | rasseyait | rasseyant | rasseye | rasseyent | rasseyes | rasseyez | rasseyiez | rasseyions | rasseyons | rassied | rassieds | rassirent | rassis | rassise | rassises | rassisse | rassissent | rassisses | rassissiez | rassissions | rassit | rassiéra | rassiérai | rassiéraient | rassiérais | rassiérait | rassiéras | rassiérez | rassiériez | rassiérions | rassiérons | rassiéront | rassoie | rassoient | rassoies | rassoir | rassoira | rassoirai | rassoiraient | rassoirais | rassoirait | rassoiras | rassoirez | rassoiriez | rassoirions | rassoirons | rassoiront | rassois | rassoit | rassoyaient | rassoyais | rassoyait | rassoyant | rassoyez | rassoyiez | rassoyions | rassoyons | rassîmes | rassît | rassîtes,,VERB VERBpartpast VERBpartpres,,,NO_EXACT_AFFIX_PARADIGM,a0p+ c0p+ d0p+ b0p+ a6p+,a0p+: rassoi | rassoie | rassoies | rassoir | rassois || c0p+: rassoi | rassoie | rassoies | rassoir | rassois || d0p+: rassoi | rassoie | rassoies | rassoir | rassois || b0p+: rassoi | rassoie | rassoies | rassoir | rassois || a6p+: rassoi | rassoie | rassoies | rassoir | rassois
réalpolitique,NOUN,S.,réalpolitique/S. po:NOUN,réalpolitique | réalpolitiques,réalpolitique | réalpolitiques,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
recélé,ADJ,,recélé po:ADJ,recélé,recélé,ADJ,, W. Fc Fs X. Fx Wx Fe tA a0p+,SINGLE_FORM_UNDERDETERMINED,,
redissout,ADJ,,,redissous | redissout | redissoute | redissoutes | redissouts,,ADJ,redissoudre,,NO_EXACT_AFFIX_PARADIGM,F. F.Gc F.Gs S. S=,F.: redissout | redissoute | redissoutes | redissouts || F.Gc: redissout | redissoute | redissoutes | redissouts || F.Gs: redissout | redissoute | redissoutes | redissouts || S.: redissout | redissouts || S=: redissout | redissouts
redû,ADJ,,,redûe | redûes | redûs,,ADJ,redevoir,,NO_EXACT_AFFIX_PARADIGM,S. F. F+ S= A.,S.: redû | redûs || F.: redû | redûs || F+: redû | redûs || S=: redû | redûs || A.: redû | redûs
rééquilibration,NOUN,S.,rééquilibration/S. po:NOUN,rééquilibration | rééquilibrations,rééquilibration | rééquilibrations,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
relais,NOUN,,relais po:NOUN,relais,relais,NOUN,, S. Fs Fc X. W. I. S= Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
remue-méninge,NOUN,S.,remue-méninge/S. po:NOUN,remue-méninge | remue-méninges,remue-méninge | remue-méninges,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
renouvèlement,NOUN,S.,renouvèlement/S. po:NOUN,renouvèlement | renouvèlements,renouvèlement | renouvèlements,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
répartie,NOUN,S.,répartie/S. po:NOUN,répartie | réparties,répartie | réparties,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
restau,NOUN,S.,restau/S. po:NOUN,restau | restaus,restau | restaus,NOUN,,S. F+ A. I. S=,NOUN_HELD_FOR_REVIEW,,
résultante,NOUN,S.,résultante/S. po:NOUN,résultante | résultantes,résultante | résultantes,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
rétien,NOUN,F+,rétien/F+ po:NOUN,rétien | rétienne | rétiennes | rétiens,rétien | rétienne | rétiennes | rétiens,NOUN,,F+,NOUN_HELD_FOR_REVIEW,,
rétique,NOUN,S.,rétique/S. po:NOUN,rétique | rétiques,rétique | rétiques,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
réto-roman,NOUN,F.,réto-roman/F. po:NOUN,réto-roman | réto-romane | réto-romanes | réto-romans,réto-roman | réto-romane | réto-romanes | réto-romans,NOUN,,F. F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
rewriteur,NOUN,Fs,rewriteur/Fs po:NOUN,rewriteur | rewriteurs | rewriteuse | rewriteuses,rewriteur | rewriteurs | rewriteuse | rewriteuses,NOUN,,Fs,NOUN_HELD_FOR_REVIEW,,
rince-doigt,NOUN,S.,rince-doigt/S. po:NOUN,rince-doigt | rince-doigts,rince-doigt | rince-doigts,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
rock’n’roll,NOUN,,rock’n’roll po:NOUN,rock’n’roll,rock’n’roll,NOUN,, Fs Fc X. W. Fe Wx Fx yW aA aH pA pB pE tM xC yA yC zA zE a0p+ a0p. i0q+ FsGe b0p+ f0p+ i5q+ pCpD xSq+,NOUN_HELD_FOR_REVIEW,,
roesti,NOUN,S.,roesti/S. po:NOUN,roesti | roestis,roesti | roestis,NOUN,,S. F+ A. I. S=,NOUN_HELD_FOR_REVIEW,,
romsteck,NOUN,S.,romsteck/S. po:NOUN,romsteck | romstecks,romsteck | romstecks,NOUN,,S. F+ A. I. S=,NOUN_HELD_FOR_REVIEW,,
rousserole,NOUN,S.,rousserole/S. po:NOUN,rousserole | rousseroles,rousserole | rousseroles,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
rufian,NOUN,S.,rufian/S. po:NOUN,rufian | rufians,rufian | rufians,NOUN,,S. I. S=,NOUN_HELD_FOR_REVIEW,,
ruine-babine,NOUN,S.,ruine-babine/S. po:NOUN,ruine-babine | ruine-babines,ruine-babine | ruine-babines,NOUN,,S. F. A. S= F.Gs F.Gc F.Go,NOUN_HELD_FOR_REVIEW,,
ruissèlement,NOUN,S.,ruissèlement/S. po:NOUN,ruissèlement | ruissèlements,ruissèlement | ruissèlements,NOUN,,S. A. I. S=,NOUN_HELD_FOR_REVIEW,,
s’,PRON,,s’ po:PRON,s’,s’,PRONprs,,,SINGLE_FORM_UNDERDETERMINED,,
saducéen,NOUN,F+,saducéen/F+ po:NOUN,saducéen | saducéenne | saducéennes | saducéens,saducéen | saducéenne | saducéennes | saducéens,NOUN,,F+,NOUN_HELD_FOR_REVIEW,,
