INFLECTED,POS,LEMMA
abrillassions,VERB,abriller
abrillât,VERB,abriller
abrillâtes,VERB,abriller
abrille,VERB,abriller
abrillé,VERB,abriller
abrillée,VERB,abriller
abrillées,VERB,abriller
abrillent,VERB,abriller
abrillera,VERB,abriller
abrillerai,VERB,abriller
abrilleraient,VERB,abriller
abrillerais,VERB,abriller
abrillerait,VERB,abriller
abrilleras,VERB,abriller
abrillèrent,VERB,abriller
abrillerez,VERB,abriller
abrilleriez,VERB,abriller
abrillerions,VERB,abriller
abrillerons,VERB,abriller
abrilleront,VERB,abriller
abrilles,VERB,abriller
abrillés,VERB,abriller
abrillez,VERB,abriller
abrilliez,VERB,abriller
abrillions,VERB,abriller
abrillons,VERB,abriller
abrions,VERB,abrier
abriva,VERB,abriver
abrivai,VERB,abriver
abrivaient,VERB,abriver
abrivais,VERB,abriver
abrivait,VERB,abriver
abrivâmes,VERB,abriver
abrivant,VERB,abriver
abrivas,VERB,abriver
abrivasse,VERB,abriver
abrivassent,VERB,abriver
abrivasses,VERB,abriver
abrivassiez,VERB,abriver
abrivassions,VERB,abriver
abrivât,VERB,abriver
abrivâtes,VERB,abriver
abrive,VERB,abriver
abrivé,VERB,abriver
abrivée,VERB,abriver
abrivées,VERB,abriver
abrivera,VERB,abriver
abriverai,VERB,abriver
abriveraient,VERB,abriver
abriverais,VERB,abriver
abriverait,VERB,abriver
abriveras,VERB,abriver
abrivèrent,VERB,abriver
abriverez,VERB,abriver
abriveriez,VERB,abriver
abriverions,VERB,abriver
abriverons,VERB,abriver
abriveront,VERB,abriver
abrives,VERB,abriver
abrivés,VERB,abriver
abrivez,VERB,abriver
abriviez,VERB,abriver
abrivions,VERB,abriver
abrivons,VERB,abriver
absconda,VERB,absconder
abscondai,VERB,absconder
abscondaient,VERB,absconder
abscondais,VERB,absconder
abscondait,VERB,absconder
abscondâmes,VERB,absconder
abscondant,VERB,absconder
abscondas,VERB,absconder
abscondasse,VERB,absconder
abscondassent,VERB,absconder
abscondasses,VERB,absconder
abscondassiez,VERB,absconder
abscondassions,VERB,absconder
abscondât,VERB,absconder
abscondâtes,VERB,absconder
absconde,VERB,absconder
abscondé,VERB,absconder
abscondée,VERB,absconder
abscondées,VERB,absconder
abscondent,VERB,absconder
abscondera,VERB,absconder
absconderai,VERB,absconder
absconderaient,VERB,absconder
absconderais,VERB,absconder
absconderait,VERB,absconder
absconderas,VERB,absconder
abscondèrent,VERB,absconder
absconderez,VERB,absconder
absconderiez,VERB,absconder
absconderions,VERB,absconder
absconderons,VERB,absconder
absconderont,VERB,absconder
abscondes,VERB,absconder
abscondés,VERB,absconder
abscondez,VERB,absconder
abscondiez,VERB,absconder
abscondions,VERB,absconder
abscondons,VERB,absconder
absconsa,VERB,absconser
absconsai,VERB,absconser
absconsaient,VERB,absconser
absconsais,VERB,absconser
absconsait,VERB,absconser
absconsâmes,VERB,absconser
absconsant,VERB,absconser
absconsas,VERB,absconser
absconsasse,VERB,absconser
absconsassent,VERB,absconser
absconsasses,VERB,absconser
absconsassiez,VERB,absconser
absconsassions,VERB,absconser
absconsât,VERB,absconser
absconsâtes,VERB,absconser
absconsé,VERB,absconser
absconsée,VERB,absconser
absconsées,VERB,absconser
absconsent,VERB,absconser
absconsera,VERB,absconser
absconserai,VERB,absconser
absconseraient,VERB,absconser
absconserais,VERB,absconser
absconserait,VERB,absconser
absconseras,VERB,absconser
absconsèrent,VERB,absconser
absconserez,VERB,absconser
absconseriez,VERB,absconser
absconserions,VERB,absconser
absconserons,VERB,absconser
absconseront,VERB,absconser
absconsés,VERB,absconser
absconsez,VERB,absconser
absconsiez,VERB,absconser
absconsions,VERB,absconser
absconsons,VERB,absconser
accalmi,VERB,accalmir
accalmîmes,VERB,accalmir
accalmira,VERB,accalmir
accalmirai,VERB,accalmir
accalmiraient,VERB,accalmir
accalmirais,VERB,accalmir
accalmirait,VERB,accalmir
accalmiras,VERB,accalmir
accalmirent,VERB,accalmir
accalmirez,VERB,accalmir
accalmiriez,VERB,accalmir
accalmirions,VERB,accalmir
accalmirons,VERB,accalmir
accalmiront,VERB,accalmir
accalmis,VERB,accalmir
accalmissaient,VERB,accalmir
accalmissais,VERB,accalmir
accalmissait,VERB,accalmir
accalmissant,VERB,accalmir
accalmisse,VERB,accalmir
accalmissent,VERB,accalmir
accalmisses,VERB,accalmir
accalmissez,VERB,accalmir
accalmissiez,VERB,accalmir
accalmissions,VERB,accalmir
accalmissons,VERB,accalmir
accalmit,VERB,accalmir
accalmît,VERB,accalmir
accalmîtes,VERB,accalmir
accouardi,VERB,accouardir
accouardie,VERB,accouardir
accouardies,VERB,accouardir
accouardîmes,VERB,accouardir
accouardira,VERB,accouardir
accouardirai,VERB,accouardir
accouardiraient,VERB,accouardir
accouardirais,VERB,accouardir
accouardirait,VERB,accouardir
accouardiras,VERB,accouardir
accouardirent,VERB,accouardir
accouardirez,VERB,accouardir
accouardiriez,VERB,accouardir
accouardirions,VERB,accouardir
accouardirons,VERB,accouardir
accouardiront,VERB,accouardir
accouardis,VERB,accouardir
accouardissaient,VERB,accouardir
accouardissais,VERB,accouardir
accouardissait,VERB,accouardir
accouardissant,VERB,accouardir
accouardisse,VERB,accouardir
accouardissent,VERB,accouardir
accouardisses,VERB,accouardir
accouardissez,VERB,accouardir
accouardissiez,VERB,accouardir
accouardissions,VERB,accouardir
accouardissons,VERB,accouardir
accouardit,VERB,accouardir
accouardît,VERB,accouardir
accouardîtes,VERB,accouardir
accœura,VERB,accœurer
accœurai,VERB,accœurer
accœuraient,VERB,accœurer
accœurais,VERB,accœurer
accœurait,VERB,accœurer
accœurâmes,VERB,accœurer
accœurant,VERB,accœurer
accœuras,VERB,accœurer
accœurasse,VERB,accœurer
accœurassent,VERB,accœurer
accœurasses,VERB,accœurer
accœurassiez,VERB,accœurer
accœurassions,VERB,accœurer
accœurât,VERB,accœurer
accœurâtes,VERB,accœurer
accœure,VERB,accœurer
accœuré,VERB,accœurer
accœurée,VERB,accœurer
accœurées,VERB,accœurer
accœurent,VERB,accœurer
accœurera,VERB,accœurer
accœurerai,VERB,accœurer
accœureraient,VERB,accœurer
accœurerais,VERB,accœurer
accœurerait,VERB,accœurer
accœureras,VERB,accœurer
accœurèrent,VERB,accœurer
accœurerez,VERB,accœurer
accœureriez,VERB,accœurer
accœurerions,VERB,accœurer
accœurerons,VERB,accœurer
accœureront,VERB,accœurer
accœures,VERB,accœurer
accœurés,VERB,accœurer
accœurez,VERB,accœurer
accœuriez,VERB,accœurer
accœurions,VERB,accœurer
accœurons,VERB,accœurer
administrationalisa,VERB,administrationaliser
administrationalisai,VERB,administrationaliser
administrationalisaient,VERB,administrationaliser
administrationalisais,VERB,administrationaliser
administrationalisait,VERB,administrationaliser
administrationalisâmes,VERB,administrationaliser
administrationalisant,VERB,administrationaliser
administrationalisas,VERB,administrationaliser
administrationalisasse,VERB,administrationaliser
administrationalisassent,VERB,administrationaliser
administrationalisasses,VERB,administrationaliser
administrationalisassiez,VERB,administrationaliser
administrationalisassions,VERB,administrationaliser
administrationalisât,VERB,administrationaliser
administrationalisâtes,VERB,administrationaliser
administrationalise,VERB,administrationaliser
administrationalisé,VERB,administrationaliser
administrationalisée,VERB,administrationaliser
administrationalisées,VERB,administrationaliser
administrationalisent,VERB,administrationaliser
administrationalisera,VERB,administrationaliser
administrationaliserai,VERB,administrationaliser
administrationaliseraient,VERB,administrationaliser
administrationaliserais,VERB,administrationaliser
administrationaliserait,VERB,administrationaliser
administrationaliseras,VERB,administrationaliser
administrationalisèrent,VERB,administrationaliser
administrationaliserez,VERB,administrationaliser
administrationaliseriez,VERB,administrationaliser
administrationaliserions,VERB,administrationaliser
administrationaliserons,VERB,administrationaliser
administrationaliseront,VERB,administrationaliser
administrationalises,VERB,administrationaliser
administrationalisés,VERB,administrationaliser
administrationalisez,VERB,administrationaliser
administrationalisiez,VERB,administrationaliser
administrationalisions,VERB,administrationaliser
administrationalisons,VERB,administrationaliser
affainéantîmes,VERB,affainéantir
affainéantira,VERB,affainéantir
affainéantirai,VERB,affainéantir
affainéantiraient,VERB,affainéantir
affainéantirais,VERB,affainéantir
affainéantirait,VERB,affainéantir
affainéantiras,VERB,affainéantir
affainéantirent,VERB,affainéantir
affainéantirez,VERB,affainéantir
affainéantiriez,VERB,affainéantir
affainéantirions,VERB,affainéantir
affainéantirons,VERB,affainéantir
affainéantiront,VERB,affainéantir
affainéantissaient,VERB,affainéantir
affainéantissais,VERB,affainéantir
affainéantissait,VERB,affainéantir
affainéantissant,VERB,affainéantir
affainéantisse,VERB,affainéantir
affainéantissent,VERB,affainéantir
affainéantisses,VERB,affainéantir
affainéantissez,VERB,affainéantir
affainéantissiez,VERB,affainéantir
affainéantissions,VERB,affainéantir
affainéantissons,VERB,affainéantir
affainéantit,VERB,affainéantir
affainéantît,VERB,affainéantir
affainéantîtes,VERB,affainéantir
affoli,VERB,affolir
affolie,VERB,affolir
affolies,VERB,affolir
affolîmes,VERB,affolir
affolira,VERB,affolir
affolirai,VERB,affolir
affoliraient,VERB,affolir
affolirais,VERB,affolir
affolirait,VERB,affolir
affoliras,VERB,affolir
affolirent,VERB,affolir
affolirez,VERB,affolir
affoliriez,VERB,affolir
affolirions,VERB,affolir
affolirons,VERB,affolir
affoliront,VERB,affolir
affolis,VERB,affolir
affolissaient,VERB,affolir
affolissais,VERB,affolir
affolissait,VERB,affolir
affolissant,VERB,affolir
affolisse,VERB,affolir
affolissent,VERB,affolir
affolisses,VERB,affolir
affolissez,VERB,affolir
affolissiez,VERB,affolir
affolissions,VERB,affolir
affolissons,VERB,affolir
affolit,VERB,affolir
affolît,VERB,affolir
affolîtes,VERB,affolir
agaillardîmes,VERB,agaillardir
agaillardira,VERB,agaillardir
agaillardirai,VERB,agaillardir
agaillardiraient,VERB,agaillardir
agaillardirais,VERB,agaillardir
agaillardirait,VERB,agaillardir
agaillardiras,VERB,agaillardir
agaillardirent,VERB,agaillardir
agaillardirez,VERB,agaillardir
agaillardiriez,VERB,agaillardir
agaillardirions,VERB,agaillardir
agaillardirons,VERB,agaillardir
agaillardiront,VERB,agaillardir
agaillardissaient,VERB,agaillardir
agaillardissais,VERB,agaillardir
agaillardissait,VERB,agaillardir
agaillardissant,VERB,agaillardir
agaillardisse,VERB,agaillardir
agaillardissent,VERB,agaillardir
agaillardisses,VERB,agaillardir
agaillardissez,VERB,agaillardir
agaillardissiez,VERB,agaillardir
agaillardissions,VERB,agaillardir
agaillardissons,VERB,agaillardir
agaillardit,VERB,agaillardir
agaillardît,VERB,agaillardir
agaillardîtes,VERB,agaillardir
alâchi,VERB,alâchir
alâchie,VERB,alâchir
alâchies,VERB,alâchir
alâchîmes,VERB,alâchir
alâchira,VERB,alâchir
alâchirai,VERB,alâchir
alâchiraient,VERB,alâchir
alâchirais,VERB,alâchir
alâchirait,VERB,alâchir
alâchiras,VERB,alâchir
alâchirent,VERB,alâchir
alâchirez,VERB,alâchir
alâchiriez,VERB,alâchir
alâchirions,VERB,alâchir
alâchirons,VERB,alâchir
alâchiront,VERB,alâchir
alâchis,VERB,alâchir
alâchissaient,VERB,alâchir
alâchissais,VERB,alâchir
alâchissait,VERB,alâchir
alâchissant,VERB,alâchir
alâchisse,VERB,alâchir
alâchissent,VERB,alâchir
alâchisses,VERB,alâchir
alâchissez,VERB,alâchir
alâchissiez,VERB,alâchir
alâchissions,VERB,alâchir
alâchissons,VERB,alâchir
alâchit,VERB,alâchir
alâchît,VERB,alâchir
alâchîtes,VERB,alâchir
alangoura,VERB,alangourer
alangourai,VERB,alangourer
alangouraient,VERB,alangourer
alangourais,VERB,alangourer
alangourait,VERB,alangourer
alangourâmes,VERB,alangourer
alangourant,VERB,alangourer
alangouras,VERB,alangourer
alangourasse,VERB,alangourer
alangourassent,VERB,alangourer
alangourasses,VERB,alangourer
alangourassiez,VERB,alangourer
alangourassions,VERB,alangourer
alangourât,VERB,alangourer
alangourâtes,VERB,alangourer
alangoure,VERB,alangourer
alangouré,VERB,alangourer
alangourée,VERB,alangourer
alangourées,VERB,alangourer
alangourent,VERB,alangourer
alangourera,VERB,alangourer
alangourerai,VERB,alangourer
alangoureraient,VERB,alangourer
alangourerais,VERB,alangourer
alangourerait,VERB,alangourer
alangoureras,VERB,alangourer
alangourèrent,VERB,alangourer
alangourerez,VERB,alangourer
alangoureriez,VERB,alangourer
alangourerions,VERB,alangourer
alangourerons,VERB,alangourer
alangoureront,VERB,alangourer
alangoures,VERB,alangourer
alangourés,VERB,alangourer
alangourez,VERB,alangourer
alangouriez,VERB,alangourer
alangourions,VERB,alangourer
alangourons,VERB,alangourer
alcoholisa,VERB,alcoholiser
alcoholisai,VERB,alcoholiser
alcoholisaient,VERB,alcoholiser
alcoholisais,VERB,alcoholiser
alcoholisait,VERB,alcoholiser
alcoholisâmes,VERB,alcoholiser
alcoholisant,VERB,alcoholiser
alcoholisas,VERB,alcoholiser
alcoholisasse,VERB,alcoholiser
alcoholisassent,VERB,alcoholiser
alcoholisasses,VERB,alcoholiser
alcoholisassiez,VERB,alcoholiser
alcoholisassions,VERB,alcoholiser
alcoholisât,VERB,alcoholiser
alcoholisâtes,VERB,alcoholiser
alcoholise,VERB,alcoholiser
alcoholisé,VERB,alcoholiser
alcoholisée,VERB,alcoholiser
alcoholisées,VERB,alcoholiser
alcoholisent,VERB,alcoholiser
alcoholisera,VERB,alcoholiser
alcoholiserai,VERB,alcoholiser
alcoholiseraient,VERB,alcoholiser
alcoholiserais,VERB,alcoholiser
alcoholiserait,VERB,alcoholiser
alcoholiseras,VERB,alcoholiser
alcoholisèrent,VERB,alcoholiser
alcoholiserez,VERB,alcoholiser
alcoholiseriez,VERB,alcoholiser
alcoholiserions,VERB,alcoholiser
alcoholiserons,VERB,alcoholiser
alcoholiseront,VERB,alcoholiser
alcoholises,VERB,alcoholiser
alcoholisés,VERB,alcoholiser
alcoholisez,VERB,alcoholiser
alcoholisiez,VERB,alcoholiser
alcoholisions,VERB,alcoholiser
alcoholisons,VERB,alcoholiser
alesti,VERB,alestir
alestie,VERB,alestir
alesties,VERB,alestir
alestîmes,VERB,alestir
alestira,VERB,alestir
alestirai,VERB,alestir
alestiraient,VERB,alestir
alestirais,VERB,alestir
alestirait,VERB,alestir
alestiras,VERB,alestir
alestirent,VERB,alestir
alestirez,VERB,alestir
alestiriez,VERB,alestir
alestirions,VERB,alestir
alestirons,VERB,alestir
alestiront,VERB,alestir
alestis,VERB,alestir
alestissaient,VERB,alestir
alestissais,VERB,alestir
alestissait,VERB,alestir
alestissant,VERB,alestir
alestisse,VERB,alestir
alestissent,VERB,alestir
alestisses,VERB,alestir
alestissez,VERB,alestir
alestissiez,VERB,alestir
alestissions,VERB,alestir
alestissons,VERB,alestir
alestit,VERB,alestir
alestît,VERB,alestir
alestîtes,VERB,alestir
allégéri,VERB,allégérir
allégérie,VERB,allégérir
allégéries,VERB,allégérir
allégérîmes,VERB,allégérir
allégérira,VERB,allégérir
allégérirai,VERB,allégérir
allégériraient,VERB,allégérir
allégérirais,VERB,allégérir
allégérirait,VERB,allégérir
allégériras,VERB,allégérir
allégérirent,VERB,allégérir
allégérirez,VERB,allégérir
allégéririez,VERB,allégérir
allégéririons,VERB,allégérir
allégérirons,VERB,allégérir
allégériront,VERB,allégérir
allégéris,VERB,allégérir
allégérissaient,VERB,allégérir
allégérissais,VERB,allégérir
allégérissait,VERB,allégérir
allégérissant,VERB,allégérir
allégérisse,VERB,allégérir
allégérissent,VERB,allégérir
allégérisses,VERB,allégérir
allégérissez,VERB,allégérir
allégérissiez,VERB,allégérir
allégérissions,VERB,allégérir
allégérissons,VERB,allégérir
allégérit,VERB,allégérir
allégérît,VERB,allégérir
allégérîtes,VERB,allégérir
antiqua,VERB,antiquer
assachant,VERB,assavoir
assache,VERB,assavoir
assachent,VERB,assavoir
assaches,VERB,assavoir
assachez,VERB,assavoir
assachiez,VERB,assavoir
assachions,VERB,assavoir
assachons,VERB,assavoir
assais,VERB,assavoir
assait,VERB,assavoir
assaura,VERB,assavoir
assaurai,VERB,assavoir
assauraient,VERB,assavoir
assaurais,VERB,assavoir
assaurait,VERB,assavoir
assauras,VERB,assavoir
assaurez,VERB,assavoir
assauriez,VERB,assavoir
assaurions,VERB,assavoir
assaurons,VERB,assavoir
assauront,VERB,assavoir
assavaient,VERB,assavoir
assavais,VERB,assavoir
assavait,VERB,assavoir
assavent,VERB,assavoir
assavez,VERB,assavoir
assaviez,VERB,assavoir
assavions,VERB,assavoir
assavons,VERB,assavoir
assu,VERB,assavoir
assue,VERB,assavoir
assues,VERB,assavoir
assûmes,VERB,assavoir
assus,VERB,assavoir
assusse,VERB,assavoir
assussent,VERB,assavoir
assusses,VERB,assavoir
assussiez,VERB,assavoir
assussions,VERB,assavoir
assut,VERB,assavoir
assût,VERB,assavoir
assûtes,VERB,assavoir
aveni,VERB,avenir
avenie,VERB,avenir
avenies,VERB,avenir
avenîmes,VERB,avenir
avenira,VERB,avenir
avenirai,VERB,avenir
aveniraient,VERB,avenir
avenirais,VERB,avenir
avenirait,VERB,avenir
aveniras,VERB,avenir
avenirent,VERB,avenir
avenirez,VERB,avenir
aveniriez,VERB,avenir
avenirions,VERB,avenir
avenirons,VERB,avenir
aveniront,VERB,avenir
avenis,VERB,avenir
avenissaient,VERB,avenir
avenissais,VERB,avenir
avenissait,VERB,avenir
avenissant,VERB,avenir
avenisse,VERB,avenir
avenissent,VERB,avenir
avenisses,VERB,avenir
avenissez,VERB,avenir
avenissiez,VERB,avenir
avenissions,VERB,avenir
avenissons,VERB,avenir
avenit,VERB,avenir
avenît,VERB,avenir
avenîtes,VERB,avenir
baluchonna,VERB,baluchonner
baluchonnai,VERB,baluchonner
baluchonnaient,VERB,baluchonner
baluchonnais,VERB,baluchonner
baluchonnait,VERB,baluchonner
baluchonnâmes,VERB,baluchonner
baluchonnant,VERB,baluchonner
baluchonnas,VERB,baluchonner
baluchonnasse,VERB,baluchonner
baluchonnassent,VERB,baluchonner
baluchonnasses,VERB,baluchonner
baluchonnassiez,VERB,baluchonner
baluchonnassions,VERB,baluchonner
baluchonnât,VERB,baluchonner
baluchonnâtes,VERB,baluchonner
baluchonne,VERB,baluchonner
baluchonné,VERB,baluchonner
baluchonnée,VERB,baluchonner
baluchonnées,VERB,baluchonner
baluchonnent,VERB,baluchonner
baluchonnera,VERB,baluchonner
baluchonnerai,VERB,baluchonner
baluchonneraient,VERB,baluchonner
baluchonnerais,VERB,baluchonner
baluchonnerait,VERB,baluchonner
baluchonneras,VERB,baluchonner
baluchonnèrent,VERB,baluchonner
baluchonnerez,VERB,baluchonner
baluchonneriez,VERB,baluchonner
baluchonnerions,VERB,baluchonner
baluchonnerons,VERB,baluchonner
baluchonneront,VERB,baluchonner
baluchonnes,VERB,baluchonner
baluchonnés,VERB,baluchonner
baluchonnez,VERB,baluchonner
baluchonniez,VERB,baluchonner
baluchonnions,VERB,baluchonner
baluchonnons,VERB,baluchonner
bienveni,VERB,bienvenir
bienvenie,VERB,bienvenir
bienvenies,VERB,bienvenir
bienvenîmes,VERB,bienvenir
bienvenira,VERB,bienvenir
bienvenirai,VERB,bienvenir
bienveniraient,VERB,bienvenir
bienvenirais,VERB,bienvenir
bienvenirait,VERB,bienvenir
bienveniras,VERB,bienvenir
bienvenirent,VERB,bienvenir
bienvenirez,VERB,bienvenir
bienveniriez,VERB,bienvenir
bienvenirions,VERB,bienvenir
bienvenirons,VERB,bienvenir
bienveniront,VERB,bienvenir
bienvenis,VERB,bienvenir
bienvenissaient,VERB,bienvenir
bienvenissais,VERB,bienvenir
bienvenissait,VERB,bienvenir
bienvenissant,VERB,bienvenir
bienvenisse,VERB,bienvenir
bienvenissent,VERB,bienvenir
bienvenisses,VERB,bienvenir
bienvenissez,VERB,bienvenir
bienvenissiez,VERB,bienvenir
bienvenissions,VERB,bienvenir
bienvenissons,VERB,bienvenir
bienvenit,VERB,bienvenir
bienvenît,VERB,bienvenir
bienvenîtes,VERB,bienvenir
circonduira,VERB,circonduire
circonduirai,VERB,circonduire
circonduiraient,VERB,circonduire
circonduirais,VERB,circonduire
circonduirait,VERB,circonduire
circonduiras,VERB,circonduire
circonduire,VERB,circonduire
circonduirez,VERB,circonduire
circonduiriez,VERB,circonduire
circonduirions,VERB,circonduire
circonduirons,VERB,circonduire
circonduiront,VERB,circonduire
circonduis,VERB,circonduire
circonduisaient,VERB,circonduire
circonduisais,VERB,circonduire
circonduisait,VERB,circonduire
circonduisant,VERB,circonduire
circonduise,VERB,circonduire
circonduisent,VERB,circonduire
circonduises,VERB,circonduire
circonduisez,VERB,circonduire
circonduisiez,VERB,circonduire
circonduisîmes,VERB,circonduire
circonduisions,VERB,circonduire
circonduisirent,VERB,circonduire
circonduisis,VERB,circonduire
circonduisisse,VERB,circonduire
circonduisissent,VERB,circonduire
circonduisisses,VERB,circonduire
circonduisissiez,VERB,circonduire
circonduisissions,VERB,circonduire
circonduisit,VERB,circonduire
circonduisît,VERB,circonduire
circonduisîtes,VERB,circonduire
circonduisons,VERB,circonduire
confa,VERB,confer
confai,VERB,confer
confaient,VERB,confer
confais,VERB,confer
confait,VERB,confer
confâmes,VERB,confer
confant,VERB,confer
confas,VERB,confer
confasse,VERB,confer
confassent,VERB,confer
confasses,VERB,confer
confassiez,VERB,confer
confassions,VERB,confer
confât,VERB,confer
confâtes,VERB,confer
confe,VERB,confer
confé,VERB,confer
confée,VERB,confer
confées,VERB,confer
confent,VERB,confer
confera,VERB,confer
conferai,VERB,confer
conferaient,VERB,confer
conferais,VERB,confer
conferait,VERB,confer
conferas,VERB,confer
conferez,VERB,confer
conferiez,VERB,confer
conferions,VERB,confer
conferons,VERB,confer
conferont,VERB,confer
confes,VERB,confer
confés,VERB,confer
confez,VERB,confer
confons,VERB,confer
connobla,VERB,connobler
connoblai,VERB,connobler
connoblaient,VERB,connobler
connoblais,VERB,connobler
connoblait,VERB,connobler
connoblâmes,VERB,connobler
connoblant,VERB,connobler
connoblas,VERB,connobler
connoblasse,VERB,connobler
connoblassent,VERB,connobler
connoblasses,VERB,connobler
connoblassiez,VERB,connobler
connoblassions,VERB,connobler
connoblât,VERB,connobler
connoblâtes,VERB,connobler
connoble,VERB,connobler
connoblé,VERB,connobler
connoblée,VERB,connobler
connoblées,VERB,connobler
connoblent,VERB,connobler
connoblera,VERB,connobler
connoblerai,VERB,connobler
connobleraient,VERB,connobler
connoblerais,VERB,connobler
connoblerait,VERB,connobler
connobleras,VERB,connobler
connoblèrent,VERB,connobler
connoblerez,VERB,connobler
connobleriez,VERB,connobler
connoblerions,VERB,connobler
connoblerons,VERB,connobler
connobleront,VERB,connobler
connobles,VERB,connobler
connoblés,VERB,connobler
connoblez,VERB,connobler
connobliez,VERB,connobler
connoblions,VERB,connobler
connoblons,VERB,connobler
crôni,VERB,crônir
crônie,VERB,crônir
crônies,VERB,crônir
crônîmes,VERB,crônir
crônira,VERB,crônir
crônirai,VERB,crônir
crôniraient,VERB,crônir
crônirais,VERB,crônir
crônirait,VERB,crônir
crôniras,VERB,crônir
crônirent,VERB,crônir
crônirez,VERB,crônir
crôniriez,VERB,crônir
crônirions,VERB,crônir
crônirons,VERB,crônir
crôniront,VERB,crônir
crônis,VERB,crônir
crônissaient,VERB,crônir
crônissais,VERB,crônir
crônissait,VERB,crônir
crônissant,VERB,crônir
crônisse,VERB,crônir
crônissent,VERB,crônir
crônisses,VERB,crônir
crônissez,VERB,crônir
crônissiez,VERB,crônir
crônissions,VERB,crônir
crônissons,VERB,crônir
crônit,VERB,crônir
crônît,VERB,crônir
crônîtes,VERB,crônir
crouni,VERB,crounir
crounie,VERB,crounir
crounies,VERB,crounir
crounîmes,VERB,crounir
crounira,VERB,crounir
crounirai,VERB,crounir
crouniraient,VERB,crounir
crounirais,VERB,crounir
crounirait,VERB,crounir
crouniras,VERB,crounir
crounirent,VERB,crounir
crounirez,VERB,crounir
crouniriez,VERB,crounir
crounirions,VERB,crounir
crounirons,VERB,crounir
crouniront,VERB,crounir
crounis,VERB,crounir
crounissaient,VERB,crounir
crounissais,VERB,crounir
crounissait,VERB,crounir
crounissant,VERB,crounir
crounisse,VERB,crounir
crounissent,VERB,crounir
crounisses,VERB,crounir
crounissez,VERB,crounir
crounissiez,VERB,crounir
crounissions,VERB,crounir
crounissons,VERB,crounir
crounit,VERB,crounir
crounît,VERB,crounir
crounîtes,VERB,crounir
cuta,VERB,cuter
cutai,VERB,cuter
cutaient,VERB,cuter
cutais,VERB,cuter
cutait,VERB,cuter
cutâmes,VERB,cuter
cutant,VERB,cuter
cutas,VERB,cuter
cutasse,VERB,cuter
cutassent,VERB,cuter
cutasses,VERB,cuter
cutassiez,VERB,cuter
cutassions,VERB,cuter
cutât,VERB,cuter
cutâtes,VERB,cuter
cute,VERB,cuter
cuté,VERB,cuter
cutée,VERB,cuter
cutées,VERB,cuter
cutent,VERB,cuter
cutera,VERB,cuter
cuterai,VERB,cuter
cuteraient,VERB,cuter
cuterais,VERB,cuter
cuterait,VERB,cuter
cuteras,VERB,cuter
cutèrent,VERB,cuter
cuterez,VERB,cuter
cuteriez,VERB,cuter
cuterions,VERB,cuter
cuterons,VERB,cuter
cuteront,VERB,cuter
cutes,VERB,cuter
cutés,VERB,cuter
cutez,VERB,cuter
cutiez,VERB,cuter
cutions,VERB,cuter
cutons,VERB,cuter
déconcubina,VERB,déconcubiner
déconcubinai,VERB,déconcubiner
déconcubinaient,VERB,déconcubiner
déconcubinais,VERB,déconcubiner
déconcubinait,VERB,déconcubiner
déconcubinâmes,VERB,déconcubiner
déconcubinant,VERB,déconcubiner
déconcubinas,VERB,déconcubiner
déconcubinasse,VERB,déconcubiner
déconcubinassent,VERB,déconcubiner
déconcubinasses,VERB,déconcubiner
déconcubinassiez,VERB,déconcubiner
déconcubinassions,VERB,déconcubiner
déconcubinât,VERB,déconcubiner
déconcubinâtes,VERB,déconcubiner
déconcubine,VERB,déconcubiner
déconcubiné,VERB,déconcubiner
déconcubinée,VERB,déconcubiner
déconcubinées,VERB,déconcubiner
déconcubinent,VERB,déconcubiner
déconcubinera,VERB,déconcubiner
déconcubinerai,VERB,déconcubiner
déconcubineraient,VERB,déconcubiner
déconcubinerais,VERB,déconcubiner
déconcubinerait,VERB,déconcubiner
déconcubineras,VERB,déconcubiner
déconcubinèrent,VERB,déconcubiner
déconcubinerez,VERB,déconcubiner
déconcubineriez,VERB,déconcubiner
déconcubinerions,VERB,déconcubiner
déconcubinerons,VERB,déconcubiner
déconcubineront,VERB,déconcubiner
déconcubines,VERB,déconcubiner
déconcubinés,VERB,déconcubiner
déconcubinez,VERB,déconcubiner
déconcubiniez,VERB,déconcubiner
déconcubinions,VERB,déconcubiner
déconcubinons,VERB,déconcubiner
décrapouilla,VERB,décrapouiller
décrapouillai,VERB,décrapouiller
décrapouillaient,VERB,décrapouiller
décrapouillais,VERB,décrapouiller
décrapouillait,VERB,décrapouiller
décrapouillâmes,VERB,décrapouiller
décrapouillant,VERB,décrapouiller
décrapouillas,VERB,décrapouiller
décrapouillasse,VERB,décrapouiller
décrapouillassent,VERB,décrapouiller
décrapouillasses,VERB,décrapouiller
décrapouillassiez,VERB,décrapouiller
décrapouillassions,VERB,décrapouiller
décrapouillât,VERB,décrapouiller
décrapouillâtes,VERB,décrapouiller
décrapouille,VERB,décrapouiller
décrapouillé,VERB,décrapouiller
décrapouillée,VERB,décrapouiller
décrapouillées,VERB,décrapouiller
décrapouillent,VERB,décrapouiller
décrapouillera,VERB,décrapouiller
décrapouillerai,VERB,décrapouiller
décrapouilleraient,VERB,décrapouiller
décrapouillerais,VERB,décrapouiller
décrapouillerait,VERB,décrapouiller
décrapouilleras,VERB,décrapouiller
