ENTITY,CHARACTER
&sol; /
&47; /
&x2f; /
&x002f; /
&solb; ⧄
&10692; ⧄
&x29c4; ⧄
&solbar; ⌿
&9023; ⌿
&x233f; ⌿
&sopf; 𝕤
&120164; 𝕤
&x1d564; 𝕤
&spades; ♠
&9824; ♠
&x2660; ♠
&spadesuit; ♠
&9824; ♠
&x2660; ♠
&spar; ∥
&8741; ∥
&x2225; ∥
&sqcap; ⊓
&8851; ⊓
&x2293; ⊓
&sqcaps; ⊓︀
&8851; ⊓︀
&x2293; ⊓︀
&65024; ⊓︀
&xfe00; ⊓︀
&sqcup; ⊔
&8852; ⊔
&x2294; ⊔
&sqcups; ⊔︀
&8852; ⊔︀
&x2294; ⊔︀
&65024; ⊔︀
&xfe00; ⊔︀
&sqsub; ⊏
&8847; ⊏
&x228f; ⊏
&sqsube; ⊑
&8849; ⊑
&x2291; ⊑
&sqsubset; ⊏
&8847; ⊏
&x228f; ⊏
&sqsubseteq; ⊑
&8849; ⊑
&x2291; ⊑
&sqsup; ⊐
&8848; ⊐
&x2290; ⊐
&sqsupe; ⊒
&8850; ⊒
&x2292; ⊒
&sqsupset; ⊐
&8848; ⊐
&x2290; ⊐
&sqsupseteq; ⊒
&8850; ⊒
&x2292; ⊒
&squ; □
&9633; □
&x25a1; □
&square; □
&9633; □
&x25a1; □
&squarf; ▪
&9642; ▪
&x25aa; ▪
&squf; ▪
&9642; ▪
&x25aa; ▪
&srarr; →
&8594; →
&x2192; →
&sscr; 𝓈
&120008; 𝓈
&x1d4c8; 𝓈
&ssetmn; ∖
&8726; ∖
&x2216; ∖
&ssmile; ⌣
&8995; ⌣
&x2323; ⌣
&sstarf; ⋆
&8902; ⋆
&x22c6; ⋆
&star; ☆
&9734; ☆
&x2606; ☆
&starf; ★
&9733; ★
&x2605; ★
&straightepsilon; ϵ
&1013; ϵ
&x03f5; ϵ
&straightphi; ϕ
&981; ϕ
&x03d5; ϕ
&strns; ¯
&175; ¯
&xaf; ¯
&x00af; ¯
&sub; ⊂
&8834; ⊂
&x2282; ⊂
&subE; ⫅
&10949; ⫅
&x2ac5; ⫅
&subdot; ⪽
&10941; ⪽
&x2abd; ⪽
&sube; ⊆
&8838; ⊆
&x2286; ⊆
&subedot; ⫃
&10947; ⫃
&x2ac3; ⫃
&submult; ⫁
&10945; ⫁
&x2ac1; ⫁
&subnE; ⫋
&10955; ⫋
&x2acb; ⫋
&subne; ⊊
&8842; ⊊
&x228a; ⊊
&subplus; ⪿
&10943; ⪿
&x2abf; ⪿
&subrarr; ⥹
&10617; ⥹
&x2979; ⥹
&subset; ⊂
&8834; ⊂
&x2282; ⊂
&subseteq; ⊆
&8838; ⊆
&x2286; ⊆
&subseteqq; ⫅
&10949; ⫅
&x2ac5; ⫅
&subsetneq; ⊊
&8842; ⊊
&x228a; ⊊
&subsetneqq; ⫋
&10955; ⫋
&x2acb; ⫋
&subsim; ⫇
&10951; ⫇
&x2ac7; ⫇
&subsub; ⫕
&10965; ⫕
&x2ad5; ⫕
&subsup; ⫓
&10963; ⫓
&x2ad3; ⫓
&succ; ≻
&8827; ≻
&x227b; ≻
&succapprox; ⪸
&10936; ⪸
&x2ab8; ⪸
&succcurlyeq; ≽
&8829; ≽
&x227d; ≽
&succeq; ⪰
&10928; ⪰
&x2ab0; ⪰
&succnapprox; ⪺
&10938; ⪺
&x2aba; ⪺
&succneqq; ⪶
&10934; ⪶
&x2ab6; ⪶
&succnsim; ⋩
&8937; ⋩
&x22e9; ⋩
&succsim; ≿
&8831; ≿
&x227f; ≿
&sum; ∑
&8721; ∑
&x2211; ∑
&sung; ♪
&9834; ♪
&x266a; ♪
&sup1; ¹
&185; ¹
&xb9; ¹
&x00b9; ¹
&sup2; ²
&178; ²
&xb2; ²
&x00b2; ²
&sup3; ³
&179; ³
&xb3; ³
&x00b3; ³
&sup; ⊃
&8835; ⊃
&x2283; ⊃
&supE; ⫆
&10950; ⫆
&x2ac6; ⫆
&supdot; ⪾
&10942; ⪾
&x2abe; ⪾
&supdsub; ⫘
&10968; ⫘
&x2ad8; ⫘
&supe; ⊇
&8839; ⊇
&x2287; ⊇
&supedot; ⫄
&10948; ⫄
&x2ac4; ⫄
&suphsol; ⟉
&10185; ⟉
&x27c9; ⟉
&suphsub; ⫗
&10967; ⫗
&x2ad7; ⫗
&suplarr; ⥻
&10619; ⥻
&x297b; ⥻
&supmult; ⫂
&10946; ⫂
&x2ac2; ⫂
&supnE; ⫌
&10956; ⫌
&x2acc; ⫌
&supne; ⊋
&8843; ⊋
&x228b; ⊋
&supplus; ⫀
&10944; ⫀
&x2ac0; ⫀
&supset; ⊃
&8835; ⊃
&x2283; ⊃
&supseteq; ⊇
&8839; ⊇
&x2287; ⊇
&supseteqq; ⫆
&10950; ⫆
&x2ac6; ⫆
&supsetneq; ⊋
&8843; ⊋
&x228b; ⊋
&supsetneqq; ⫌
&10956; ⫌
&x2acc; ⫌
&supsim; ⫈
&10952; ⫈
&x2ac8; ⫈
&supsub; ⫔
&10964; ⫔
&x2ad4; ⫔
&supsup; ⫖
&10966; ⫖
&x2ad6; ⫖
&swArr; ⇙
&8665; ⇙
&x21d9; ⇙
&swarhk; ⤦
&10534; ⤦
&x2926; ⤦
&swarr; ↙
&8601; ↙
&x2199; ↙
&swarrow; ↙
&8601; ↙
&x2199; ↙
&swnwar; ⤪
&10538; ⤪
&x292a; ⤪
&szlig; ß
&223; ß
&xdf; ß
&x00df; ß
&target; ⌖
&8982; ⌖
&x2316; ⌖
&tau; τ
&964; τ
&x03c4; τ
&tbrk; ⎴
&9140; ⎴
&x23b4; ⎴
&tcaron; ť
&357; ť
&x0165; ť
&tcedil; ţ
&355; ţ
&x0163; ţ
&tcy; т
&1090; т
&x0442; т
&tdot; ⃛
&8411; ⃛
&x20db; ⃛
&telrec; ⌕
&8981; ⌕
&x2315; ⌕
&tfr; 𝔱
&120113; 𝔱
&x1d531; 𝔱
&there4; ∴
&8756; ∴
&x2234; ∴
&therefore; ∴
&8756; ∴
&x2234; ∴
&theta; θ
&952; θ
&x03b8; θ
&thetasym; ϑ
&977; ϑ
&x03d1; ϑ
&thetav; ϑ
&977; ϑ
&x03d1; ϑ
&thickapprox; ≈
&8776; ≈
&x2248; ≈
&thicksim; ∼
&8764; ∼
&x223c; ∼
&thinsp;  
&8201;  
&x2009;  
&thkap; ≈
&8776; ≈
&x2248; ≈
&thksim; ∼
&8764; ∼
&x223c; ∼
&thorn; þ
&254; þ
&xfe; þ
&x00fe; þ
&tilde; ˜
&732; ˜
&x02dc; ˜
&times; ×
&215; ×
&xd7; ×
&x00d7; ×
&timesb; ⊠
&8864; ⊠
&x22a0; ⊠
&timesbar; ⨱
&10801; ⨱
&x2a31; ⨱
&timesd; ⨰
&10800; ⨰
&x2a30; ⨰
&tint; ∭
&8749; ∭
&x222d; ∭
&toea; ⤨
&10536; ⤨
&x2928; ⤨
&top; ⊤
&8868; ⊤
&x22a4; ⊤
&topbot; ⌶
&9014; ⌶
&x2336; ⌶
&topcir; ⫱
&10993; ⫱
&x2af1; ⫱
&topf; 𝕥
&120165; 𝕥
&x1d565; 𝕥
&topfork; ⫚
&10970; ⫚
&x2ada; ⫚
&tosa; ⤩
&10537; ⤩
&x2929; ⤩
&tprime; ‴
&8244; ‴
&x2034; ‴
&trade; ™
&8482; ™
&x2122; ™
&triangle; ▵
&9653; ▵
&x25b5; ▵
&triangledown; ▿
&9663; ▿
&x25bf; ▿
&triangleleft; ◃
&9667; ◃
&x25c3; ◃
&trianglelefteq; ⊴
&8884; ⊴
&x22b4; ⊴
&triangleq; ≜
&8796; ≜
&x225c; ≜
&triangleright; ▹
&9657; ▹
&x25b9; ▹
&trianglerighteq; ⊵
&8885; ⊵
&x22b5; ⊵
&tridot; ◬
&9708; ◬
&x25ec; ◬
&trie; ≜
&8796; ≜
&x225c; ≜
&triminus; ⨺
&10810; ⨺
&x2a3a; ⨺
&triplus; ⨹
&10809; ⨹
&x2a39; ⨹
&trisb; ⧍
&10701; ⧍
&x29cd; ⧍
&tritime; ⨻
&10811; ⨻
&x2a3b; ⨻
&trpezium; ⏢
&9186; ⏢
&x23e2; ⏢
&tscr; 𝓉
&120009; 𝓉
&x1d4c9; 𝓉
&tscy; ц
&1094; ц
&x0446; ц
&tshcy; ћ
&1115; ћ
&x045b; ћ
&tstrok; ŧ
&359; ŧ
&x0167; ŧ
&twixt; ≬
&8812; ≬
&x226c; ≬
&twoheadleftarrow; ↞
&8606; ↞
&x219e; ↞
&twoheadrightarrow; ↠
&8608; ↠
&x21a0; ↠
&uArr; ⇑
&8657; ⇑
&x21d1; ⇑
&uHar; ⥣
&10595; ⥣
&x2963; ⥣
&uacute; ú
&250; ú
&xfa; ú
&x00fa; ú
&uarr; ↑
&8593; ↑
&x2191; ↑
&ubrcy; ў
&1118; ў
&x045e; ў
&ubreve; ŭ
&365; ŭ
&x016d; ŭ
&ucirc; û
&251; û
&xfb; û
&x00fb; û
&ucy; у
&1091; у
&x0443; у
&udarr; ⇅
&8645; ⇅
&x21c5; ⇅
&udblac; ű
&369; ű
&x0171; ű
&udhar; ⥮
&10606; ⥮
&x296e; ⥮
&ufisht; ⥾
&10622; ⥾
&x297e; ⥾
&ufr; 𝔲
&120114; 𝔲
&x1d532; 𝔲
&ugrave; ù
&249; ù
&xf9; ù
&x00f9; ù
&uharl; ↿
&8639; ↿
&x21bf; ↿
&uharr; ↾
&8638; ↾
&x21be; ↾
&uhblk; ▀
&9600; ▀
&x2580; ▀
&ulcorn; ⌜
&8988; ⌜
&x231c; ⌜
&ulcorner; ⌜
&8988; ⌜
&x231c; ⌜
&ulcrop; ⌏
&8975; ⌏
&x230f; ⌏
&ultri; ◸
&9720; ◸
&x25f8; ◸
&umacr; ū
&363; ū
&x016b; ū
&uml; ¨
&168; ¨
&xa8; ¨
&x00a8; ¨
&uogon; ų
&371; ų
&x0173; ų
&uopf; 𝕦
&120166; 𝕦
&x1d566; 𝕦
&uparrow; ↑
&8593; ↑
&x2191; ↑
&updownarrow; ↕
&8597; ↕
&x2195; ↕
&upharpoonleft; ↿
&8639; ↿
&x21bf; ↿
&upharpoonright; ↾
&8638; ↾
&x21be; ↾
&uplus; ⊎
&8846; ⊎
&x228e; ⊎
&upsi; υ
&965; υ
&x03c5; υ
&upsih; ϒ
&978; ϒ
&x03d2; ϒ
&upsilon; υ
&965; υ
&x03c5; υ
&upuparrows; ⇈
&8648; ⇈
&x21c8; ⇈
&urcorn; ⌝
&8989; ⌝
&x231d; ⌝
&urcorner; ⌝
&8989; ⌝
&x231d; ⌝
&urcrop; ⌎
&8974; ⌎
&x230e; ⌎
&uring; ů
&367; ů
&x016f; ů
&urtri; ◹
&9721; ◹
&x25f9; ◹
&uscr; 𝓊
&120010; 𝓊
&x1d4ca; 𝓊
&utdot; ⋰
&8944; ⋰
&x22f0; ⋰
&utilde; ũ
&361; ũ
&x0169; ũ
&utri; ▵
&9653; ▵
&x25b5; ▵
&utrif; ▴
&9652; ▴
&x25b4; ▴
&uuarr; ⇈
&8648; ⇈
&x21c8; ⇈
&uuml; ü
&252; ü
&xfc; ü
&x00fc; ü
&uwangle; ⦧
&10663; ⦧
&x29a7; ⦧
&vArr; ⇕
&8661; ⇕
&x21d5; ⇕
&vBar; ⫨
&10984; ⫨
&x2ae8; ⫨
&vBarv; ⫩
&10985; ⫩
&x2ae9; ⫩
&vDash; ⊨
&8872; ⊨
&x22a8; ⊨
&vangrt; ⦜
&10652; ⦜
&x299c; ⦜
&varepsilon; ϵ
&1013; ϵ
&x03f5; ϵ
&varkappa; ϰ
&1008; ϰ
&x03f0; ϰ
&varnothing; ∅
&8709; ∅
&x2205; ∅
&varphi; ϕ
&981; ϕ
&x03d5; ϕ
&varpi; ϖ
&982; ϖ
&x03d6; ϖ
&varpropto; ∝
&8733; ∝
&x221d; ∝
&varr; ↕
&8597; ↕
&x2195; ↕
&varrho; ϱ
&1009; ϱ
&x03f1; ϱ
&varsigma; ς
&962; ς
&x03c2; ς
&varsubsetneq; ⊊︀
&8842; ⊊︀
&x228a; ⊊︀
&65024; ⊊︀
&xfe00; ⊊︀
&varsubsetneqq; ⫋︀
&10955; ⫋︀
&x2acb; ⫋︀
&65024; ⫋︀
&xfe00; ⫋︀
&varsupsetneq; ⊋︀
&8843; ⊋︀
&x228b; ⊋︀
&65024; ⊋︀
&xfe00; ⊋︀
&varsupsetneqq; ⫌︀
&10956; ⫌︀
&x2acc; ⫌︀
&65024; ⫌︀
&xfe00; ⫌︀
&vartheta; ϑ
&977; ϑ
&x03d1; ϑ
&vartriangleleft; ⊲
&8882; ⊲
&x22b2; ⊲
&vartriangleright; ⊳
&8883; ⊳
&x22b3; ⊳
&vcy; в
&1074; в
&x0432; в
&vdash; ⊢
&8866; ⊢
&x22a2; ⊢
&vee; ∨
&8744; ∨
&x2228; ∨
&veebar; ⊻
&8891; ⊻
&x22bb; ⊻
&veeeq; ≚
&8794; ≚
&x225a; ≚
&vellip; ⋮
&8942; ⋮
&x22ee; ⋮
&verbar; |
&124; |
&x7c; |
&x007c; |
&vert; |
&124; |
&x7c; |
&x007c; |
&vfr; 𝔳
&120115; 𝔳
&x1d533; 𝔳
&vltri; ⊲
&8882; ⊲
&x22b2; ⊲
&vnsub; ⊂⃒
&8834; ⊂⃒
&x2282; ⊂⃒
&8402; ⊂⃒
&x20d2; ⊂⃒
&vnsup; ⊃⃒
&8835; ⊃⃒
&x2283; ⊃⃒
&8402; ⊃⃒
&x20d2; ⊃⃒
&vopf; 𝕧
&120167; 𝕧
&x1d567; 𝕧
&vprop; ∝
&8733; ∝
&x221d; ∝
&vrtri; ⊳
&8883; ⊳
&x22b3; ⊳
&vscr; 𝓋
&120011; 𝓋
&x1d4cb; 𝓋
&vsubnE; ⫋︀
&10955; ⫋︀
&x2acb; ⫋︀
&65024; ⫋︀
&xfe00; ⫋︀
&vsubne; ⊊︀
&8842; ⊊︀
&x228a; ⊊︀
&65024; ⊊︀
&xfe00; ⊊︀
&vsupnE; ⫌︀
&10956; ⫌︀
&x2acc; ⫌︀
&65024; ⫌︀
&xfe00; ⫌︀
&vsupne; ⊋︀
&8843; ⊋︀
&x228b; ⊋︀
&65024; ⊋︀
&xfe00; ⊋︀
&vzigzag; ⦚
&10650; ⦚
&x299a; ⦚
&wcirc; ŵ
&373; ŵ
&x0175; ŵ
&wedbar; ⩟
&10847; ⩟
&x2a5f; ⩟
&wedge; ∧
&8743; ∧
&x2227; ∧
&wedgeq; ≙
&8793; ≙
&x2259; ≙
&weierp; ℘
&8472; ℘
&x2118; ℘
&wfr; 𝔴
&120116; 𝔴
&x1d534; 𝔴
&wopf; 𝕨
&120168; 𝕨
&x1d568; 𝕨
&wp; ℘
&8472; ℘
&x2118; ℘
&wr; ≀
&8768; ≀
&x2240; ≀
&wreath; ≀
&8768; ≀
&x2240; ≀
&wscr; 𝓌
&120012; 𝓌
&x1d4cc; 𝓌
&xcap; ⋂
&8898; ⋂
&x22c2; ⋂
&xcirc; ◯
&9711; ◯
&x25ef; ◯
&xcup; ⋃
&8899; ⋃
&x22c3; ⋃
&xdtri; ▽
&9661; ▽
&x25bd; ▽
&xfr; 𝔵
&120117; 𝔵
&x1d535; 𝔵
&xhArr; ⟺
&10234; ⟺
&x27fa; ⟺
&xharr; ⟷
&10231; ⟷
&x27f7; ⟷
&xi; ξ
&958; ξ
&x03be; ξ
&xlArr; ⟸
&10232; ⟸
&x27f8; ⟸
&xlarr; ⟵
&10229; ⟵
&x27f5; ⟵
&xmap; ⟼
&10236; ⟼
&x27fc; ⟼
&xnis; ⋻
&8955; ⋻
&x22fb; ⋻
&xodot; ⨀
&10752; ⨀
&x2a00; ⨀
&xopf; 𝕩
&120169; 𝕩
&x1d569; 𝕩
&xoplus; ⨁
&10753; ⨁
&x2a01; ⨁
&xotime; ⨂
&10754; ⨂
&x2a02; ⨂
&xrArr; ⟹
&10233; ⟹
&x27f9; ⟹
&xrarr; ⟶
&10230; ⟶
&x27f6; ⟶
&xscr; 𝓍
&120013; 𝓍
&x1d4cd; 𝓍
&xsqcup; ⨆
&10758; ⨆
&x2a06; ⨆
&xuplus; ⨄
&10756; ⨄
&x2a04; ⨄
&xutri; △
&9651; △
&x25b3; △
&xvee; ⋁
&8897; ⋁
&x22c1; ⋁
&xwedge; ⋀
&8896; ⋀
&x22c0; ⋀
&yacute; ý
&253; ý
&xfd; ý
&x00fd; ý
&yacy; я
&1103; я
&x044f; я
&ycirc; ŷ
&375; ŷ
&x0177; ŷ
&ycy; ы
&1099; ы
&x044b; ы
&yen; ¥
&165; ¥
&xa5; ¥
&x00a5; ¥
&yfr; 𝔶
&120118; 𝔶
&x1d536; 𝔶
&yicy; ї
&1111; ї
&x0457; ї
&yopf; 𝕪
&120170; 𝕪
&x1d56a; 𝕪
&yscr; 𝓎
&120014; 𝓎
&x1d4ce; 𝓎
&yucy; ю
&1102; ю
&x044e; ю
&yuml; ÿ
&255; ÿ
&xff; ÿ
&x00ff; ÿ
&zacute; ź
&378; ź
&x017a; ź
&zcaron; ž
&382; ž
&x017e; ž
&zcy; з
&1079; з
&x0437; з
&zdot; ż
&380; ż
&x017c; ż
&zeetrf; ℨ
&8488; ℨ
&x2128; ℨ
&zeta; ζ
&950; ζ
&x03b6; ζ
&zfr; 𝔷
&120119; 𝔷
&x1d537; 𝔷
&zhcy; ж
&1078; ж
&x0436; ж
&zigrarr; ⇝
&8669; ⇝
&x21dd; ⇝
&zopf; 𝕫
&120171; 𝕫
&x1d56b; 𝕫
&zscr; 𝓏
&120015; 𝓏
&x1d4cf; 𝓏
&zwj; ‍
&8205; ‍
&x200d; ‍
&zwnj; ‌
&8204; ‌
&x200c; ‌
