fr-reforme1990_only,fr-classique_only
réverbèrerais,réverbérerais
réverbèrerait,réverbérerait
réverbèreras,réverbéreras
réverbèrerez,réverbérerez
réverbèreriez,réverbéreriez
réverbèrerions,réverbérerions
réverbèrerons,réverbérerons
réverbèreront,réverbéreront
révèrera,révérera
révèrerai,révérerai
révèreraient,révéreraient
révèrerais,révérerais
révèrerait,révérerait
révèreras,révéreras
révèrerez,révérerez
révèreriez,révéreriez
révèrerions,révérerions
révèrerons,révérerons
révèreront,révéreront
reveuillè,reveuillé
révolver,revolver
révolvérisa,revolvérisa
révolvérisai,revolvérisai
révolvérisaient,revolvérisaient
révolvérisais,revolvérisais
révolvérisait,revolvérisait
révolvérisâmes,revolvérisâmes
révolvérisant,revolvérisant
révolvérisas,revolvérisas
révolvérisasse,revolvérisasse
révolvérisassent,revolvérisassent
révolvérisasses,revolvérisasses
révolvérisassiez,revolvérisassiez
révolvérisassions,revolvérisassions
révolvérisât,revolvérisât
révolvérisâtes,revolvérisâtes
révolvérisée,revolvérisée
révolvérisées,revolvérisées
révolvérisent,revolvérisent
révolvériser,revolvériser
révolvérisera,revolvérisera
révolvériserai,revolvériserai
révolvériseraient,revolvériseraient
révolvériserais,revolvériserais
révolvériserait,revolvériserait
révolvériseras,revolvériseras
révolvérisèrent,revolvérisèrent
révolvériserez,revolvériserez
révolvériseriez,revolvériseriez
révolvériserions,revolvériserions
révolvériserons,revolvériserons
révolvériseront,revolvériseront
révolvérisez,revolvérisez
révolvérisiez,revolvérisiez
révolvérisions,revolvérisions
révolvérisons,revolvérisons
révolvers,revolvers
révolving,revolving
rho,rhô
ricercaré,ricercare
ricercarés,ricercares
ricrac,ric-rac
ripiéno,ripieno
ripiénos,ripienos
ripplemark,ripple-mark
ripplemarks,ripple-marks
risquetout,risque-tout
roadmovie,road-movie
roadmovies,road-movies
roastbeef,roast-beef
roastbeefs,roast-beefs
robinétier,robinetier
robinétière,robinetière
robinétières,robinetières
robinétiers,robinetiers
rockingchair,rocking-chair
rockingchairs,rocking-chairs
romancéro,romancero
romancéros,romanceros
rondpoint,rond-point
rongeüre,rongeure
rongeüres,rongeures
rouspètera,rouspétera
rouspèterai,rouspéterai
rouspèteraient,rouspéteraient
rouspèterais,rouspéterais
rouspèterait,rouspéterait
rouspèteras,rouspéteras
rouspèterez,rouspéterez
rouspèteriez,rouspéteriez
rouspèterions,rouspéterions
rouspèterons,rouspéterons
rouspèteront,rouspéteront
ruta,rûta
rutai,rûtai
rutaient,rûtaient
rutais,rûtais
rutait,rûtait
rutâmes,rûtâmes
rutant,rûtant
rutas,rûtas
rutasse,rûtasse
rutassent,rûtassent
rutasses,rûtasses
rutassiez,rûtassiez
rutassions,rûtassions
rutât,rûtât
rutâtes,rûtâtes
rutent,rûtent
ruter,rûter
rutera,rûtera
ruterai,rûterai
ruteraient,rûteraient
ruterais,rûterais
ruterait,rûterait
ruteras,rûteras
rutèrent,rûtèrent
ruterez,rûterez
ruteriez,rûteriez
ruterions,rûterions
ruterons,rûterons
ruteront,rûteront
rutes,rûtes
rutez,rûtez
rutiez,rûtiez
rutions,rûtions
rutons,rûtons
sacrosaint,sacro-saint
sacrosainte,sacro-sainte
sacrosaintes,sacro-saintes
sacrosaints,sacro-saints
sagefemme,sage-femme
saladéro,saladero
saladéros,saladeros
sanbénito,san-benito
sanbénitos,san-benitos
santéria,santeria
santérias,santerias
satisfécit,satisfecit
saufconduit,sauf-conduit
saufconduits,sauf-conduits
scapulohuméral,scapulo-huméral
scapulohumérale,scapulo-humérale
scapulohumérales,scapulo-humérales
scapulohuméraux,scapulo-huméraux
scènette,scénette
scènettes,scénettes
sclérochoroïdite,scléro-choroïdite
sclérochoroïdites,scléro-choroïdites
scléroconjonctivite,scléro-conjonctivite
scléroconjonctivites,scléro-conjonctivites
sécam,secam
sécams,secams
sèchera,séchera
sècherai,sécherai
sècheraient,sécheraient
sècherais,sécherais
sècherait,sécherait
sècheras,sécheras
sècheresse,sécheresse
sècheresses,sécheresses
sècherez,sécherez
sècherie,sécherie
sècheries,sécheries
sècheriez,sécheriez
sècherions,sécherions
sècherons,sécherons
sècheront,sécheront
sédum,sedum
sédums,sedums
ségrègera,ségrégera
ségrègerai,ségrégerai
ségrègeraient,ségrégeraient
ségrègerais,ségrégerais
ségrègerait,ségrégerait
ségrègeras,ségrégeras
ségrègerez,ségrégerez
ségrègeriez,ségrégeriez
ségrègerions,ségrégerions
ségrègerons,ségrégerons
ségrègeront,ségrégeront
ségrèguera,ségréguera
ségrèguerai,ségréguerai
ségrègueraient,ségrégueraient
ségrèguerais,ségréguerais
ségrèguerait,ségréguerait
ségrègueras,ségrégueras
ségrèguerez,ségréguerez
ségrègueriez,ségrégueriez
ségrèguerions,ségréguerions
ségrèguerons,ségréguerons
ségrègueront,ségrégueront
séguia,seguia
séguias,seguias
séguidilla,seguidilla
séguidillas,seguidillas
sèneçon,séneçon
sèneçons,séneçons
sénestrée,senestrée
sénestrées,senestrées
sénestrochère,senestrochère
sénestrochères,senestrochères
sénestrorsum,senestrorsum
sènevé,sénevé
sènevés,sénevés
sénior,senior
séniors,seniors
séringuéro,seringuero
séringuéros,seringueros
sexappeal,sex-appeal
sexappeals,sex-appeals
sexshop,sex-shop
sexshops,sex-shops
shékel,shekel
shékels,shekels
showbiz,show-biz
sidecar,side-car
sidecars,side-cars
sidèrera,sidérera
sidèrerai,sidérerai
sidèreraient,sidéreraient
sidèrerais,sidérerais
sidèrerait,sidérerait
sidèreras,sidéreras
sidèrerez,sidérerez
sidèreriez,sidéreriez
sidèrerions,sidérerions
sidèrerons,sidérerons
sidèreront,sidéreront
siègera,siégera
siègerai,siégerai
siègeraient,siégeraient
siègerais,siégerais
siègerait,siégerait
siègeras,siégeras
siègerez,siégerez
siègeriez,siégeriez
siègerions,siégerions
siègerons,siégerons
siègeront,siégeront
skysurf,sky-surf
skysurfing,sky-surfing
skysurfings,sky-surfings
skysurfs,sky-surfs
snackbar,snack-bar
snackbars,snack-bars
snowboot,snow-boot
snowboots,snow-boots
soap-opéra,soap-opera
soap-opéras,soap-operas
socioaffectif,socio-affectif
socioaffectifs,socio-affectifs
socioaffective,socio-affective
socioaffectives,socio-affectives
socioanthropologie,socio-anthropologie
socioanthropologies,socio-anthropologies
socioéconomique,socio-économique
socioéconomiques,socio-économiques
socioéducatif,socio-éducatif
socioéducatifs,socio-éducatifs
socioéducative,socio-éducative
socioéducatives,socio-éducatives
sociohistorique,socio-historique
sociohistoriques,socio-historiques
socioorganisationnel,socio-organisationnel
socioorganisationnelle,socio-organisationnelle
socioorganisationnelles,socio-organisationnelles
socioorganisationnels,socio-organisationnels
somatodendritique,somato-dendritique
somatodendritiques,somato-dendritiques
somatopsychique,somato-psychique
somatopsychiques,somato-psychiques
sombréro,sombrero
sombréros,sombreros
sosténuto,sostenuto
souchong,sou-chong
soula,soûla
soulai,soûlai
soulaient,soûlaient
soulais,soûlais
soulait,soûlait
soulâmes,soûlâmes
soulant,soûlant
soulante,soûlante
soulantes,soûlantes
soulants,soûlants
soulard,soûlard
soularde,soûlarde
soulardes,soûlardes
soulards,soûlards
soulas,soûlas
soulasse,soûlasse
soulassent,soûlassent
soulasses,soûlasses
soulassiez,soûlassiez
soulassions,soûlassions
soulât,soûlât
soulâtes,soûlâtes
soulaud,soûlaud
soulaude,soûlaude
soulaudes,soûlaudes
soulauds,soûlauds
soulée,soûlée
soulées,soûlées
soulent,soûlent
souler,soûler
soulera,soûlera
soulerai,soûlerai
souleraient,soûleraient
soulerais,soûlerais
soulerait,soûlerait
souleras,soûleras
soulèrent,soûlèrent
soulerez,soûlerez
soulerie,soûlerie
souleries,soûleries
souleriez,soûleriez
soulerions,soûlerions
soulerons,soûlerons
souleront,soûleront
soulez,soûlez
souliez,soûliez
soulions,soûlions
soulographe,soûlographe
soulographes,soûlographes
soulographie,soûlographie
soulographies,soûlographies
soulon,soûlon
soulonne,soûlonne
soulonnes,soûlonnes
soulons,soûlons
soulot,soûlot
soulote,soûlote
soulotes,soûlotes
soulots,soûlots
souls,soûls
sous-faitage,sous-faîtage
sous-faitages,sous-faîtages
sous-faite,sous-faîte
sous-faites,sous-faîtes
sous-maitre,sous-maître
sous-maitres,sous-maîtres
sous-maitresse,sous-maîtresse
sous-maitresses,sous-maîtresses
sous-rémunèrera,sous-rémunérera
sous-rémunèrerai,sous-rémunérerai
sous-rémunèreraient,sous-rémunéreraient
sous-rémunèrerais,sous-rémunérerais
sous-rémunèrerait,sous-rémunérerait
sous-rémunèreras,sous-rémunéreras
sous-rémunèrerez,sous-rémunérerez
sous-rémunèreriez,sous-rémunéreriez
sous-rémunèrerions,sous-rémunérerions
sous-rémunèrerons,sous-rémunérerons
sous-rémunèreront,sous-rémunéreront
soutra,soûtra
soutras,soûtras
sparringpartner,sparring-partner
sparringpartners,sparring-partners
spatiotemporel,spatio-temporel
spatiotemporelle,spatio-temporelle
spatiotemporelles,spatio-temporelles
spatiotemporels,spatio-temporels
spermacéti,spermaceti
spermacétis,spermacetis
sphacèlera,sphacélera
sphacèlerai,sphacélerai
sphacèleraient,sphacéleraient
sphacèlerais,sphacélerais
sphacèlerait,sphacélerait
sphacèleras,sphacéleras
sphacèlerez,sphacélerez
sphacèleriez,sphacéleriez
sphacèlerions,sphacélerions
sphacèlerons,sphacélerons
sphacèleront,sphacéleront
spinabifida,spina-bifida
spinaventosa,spina-ventosa
standby,stand-by
standup,stand-up
startingblock,starting-block
startingblocks,starting-blocks
startinggate,starting-gate
startinggates,starting-gates
staturopondéral,staturo-pondéral
staturopondérale,staturo-pondérale
staturopondérales,staturo-pondérales
staturopondéraux,staturo-pondéraux
steeplechase,steeple-chase
steeplechases,steeple-chases
stèrera,stérera
stèrerai,stérerai
stèreraient,stéreraient
stèrerais,stérerais
stèrerait,stérerait
stèreras,stéreras
stèrerez,stérerez
stèreriez,stéreriez
stèrerions,stérerions
stèrerons,stérerons
stèreront,stéreront
sternocléidomastoïdien,sterno-cléido-mastoïdien
sternocléidomastoïdienne,sterno-cléido-mastoïdienne
sternocléidomastoïdiennes,sterno-cléido-mastoïdiennes
sternocléidomastoïdiens,sterno-cléido-mastoïdiens
stockcar,stock-car
stockcars,stock-cars
storyboard,story-board
storyboards,story-boards
stoupa,stoûpa
stoupas,stoûpas
strippoker,strip-poker
strippokers,strip-pokers
striptease,strip-tease
stripteases,strip-teases
stripteaseur,strip-teaseur
stripteaseurs,strip-teaseurs
stripteaseuse,strip-teaseuse
stripteaseuses,strip-teaseuses
studbook,stud-book
studbooks,stud-books
subaigüe,subaiguë
subaigües,subaiguës
subdélèguera,subdéléguera
subdélèguerai,subdéléguerai
subdélègueraient,subdélégueraient
subdélèguerais,subdéléguerais
subdélèguerait,subdéléguerait
subdélègueras,subdélégueras
subdélèguerez,subdéléguerez
subdélègueriez,subdélégueriez
subdélèguerions,subdéléguerions
subdélèguerons,subdéléguerons
subdélègueront,subdélégueront
succèdera,succédera
succèderai,succéderai
succèderaient,succéderaient
succèderais,succéderais
succèderait,succéderait
succèderas,succéderas
succèderez,succéderez
succèderiez,succéderiez
succèderions,succéderions
succèderons,succéderons
succèderont,succéderont
suggèrera,suggérera
suggèrerai,suggérerai
suggèreraient,suggéreraient
suggèrerais,suggérerais
suggèrerait,suggérerait
suggèreras,suggéreras
suggèrerez,suggérerez
suggèreriez,suggéreriez
suggèrerions,suggérerions
suggèrerons,suggérerons
suggèreront,suggéreront
supergéant,super-géant
supergéants,super-géants
superhéros,super-héros
superléger,super-léger
superlégère,super-légère
superlégères,super-légères
superlégers,super-légers
superlourd,super-lourd
superlourde,super-lourde
superlourdes,super-lourdes
superlourds,super-lourds
superwelter,super-welter
superwelters,super-welters
suraigüe,suraiguë
suraigües,suraiguës
surcout,surcoût
surcouts,surcoûts
surcroit,surcroît
surcroits,surcroîts
surdimutité,surdi-mutité
surdimutités,surdi-mutités
surement,sûrement
surentraina,surentraîna
surentrainai,surentraînai
surentrainaient,surentraînaient
surentrainais,surentraînais
surentrainait,surentraînait
surentrainâmes,surentraînâmes
surentrainant,surentraînant
surentrainas,surentraînas
surentrainasse,surentraînasse
surentrainassent,surentraînassent
surentrainasses,surentraînasses
surentrainassiez,surentraînassiez
surentrainassions,surentraînassions
surentrainât,surentraînât
surentrainâtes,surentraînâtes
surentrainée,surentraînée
surentrainées,surentraînées
surentrainement,surentraînement
surentrainements,surentraînements
surentrainent,surentraînent
surentrainer,surentraîner
surentrainera,surentraînera
surentrainerai,surentraînerai
surentraineraient,surentraîneraient
surentrainerais,surentraînerais
surentrainerait,surentraînerait
surentraineras,surentraîneras
surentrainèrent,surentraînèrent
surentrainerez,surentraînerez
surentraineriez,surentraîneriez
surentrainerions,surentraînerions
surentrainerons,surentraînerons
surentraineront,surentraîneront
surentrainez,surentraînez
surentrainiez,surentraîniez
surentrainions,surentraînions
surentrainons,surentraînons
sureté,sûreté
suretés,sûretés
surinterprètera,surinterprétera
surinterprèterai,surinterpréterai
surinterprèteraient,surinterpréteraient
surinterprèterais,surinterpréterais
surinterprèterait,surinterpréterait
surinterprèteras,surinterpréteras
surinterprèterez,surinterpréterez
surinterprèteriez,surinterpréteriez
surinterprèterions,surinterpréterions
surinterprèterons,surinterpréterons
surinterprèteront,surinterpréteront
suroit,suroît
suroits,suroîts
surpiqure,surpiqûre
surpiqures,surpiqûres
surprotègera,surprotégera
surprotègerai,surprotégerai
surprotègeraient,surprotégeraient
surprotègerais,surprotégerais
surprotègerait,surprotégerait
surprotègeras,surprotégeras
surprotègerez,surprotégerez
surprotègeriez,surprotégeriez
